SDFG,Kernel,Config,Time,Speedup
"complex_gemm_aos_AoS_16384_16384_16384","complex_gemm_aos_67","((32,), (8, 4, 1), (256, 4, 1), (False, False, False), False)","14197.1436","0.22525580427319197"
"complex_gemm_aos_AoS_16384_16384_16384","complex_gemm_aos_67","((16,), (8, 1, 1), (256, 1, 1), (False, False, False), False)","14082.9578","0.2270821971787773"
"complex_gemm_aos_AoS_16384_16384_16384","complex_gemm_aos_67","((128,), (1, 1, 1), (16, 64, 1), (False, False, False), False)","937.1332","3.4125234278328844"
"complex_gemm_aos_AoS_16384_16384_16384","complex_gemm_aos_67","((64,), (4, 16, 1), (128, 1, 1), (False, False, False), False)","6650.4584","0.48086745418932325"
"complex_gemm_aos_AoS_16384_16384_16384","complex_gemm_aos_67","((128,), (8, 2, 1), (64, 4, 1), (False, False, False), False)","3856.6058","0.8292237179127823"
"complex_gemm_aos_AoS_16384_16384_16384","complex_gemm_aos_67","((16,), (8, 16, 1), (64, 1, 1), (False, False, False), False)","13681.8842","0.23373893195207718"
"complex_gemm_aos_AoS_16384_16384_16384","complex_gemm_aos_67","((16,), (1, 2, 1), (16, 16, 1), (True, True, False), False)","99999999999999.9","0.0"
"complex_gemm_aos_AoS_16384_16384_16384","complex_gemm_aos_67","((64,), (4, 16, 1), (16, 64, 1), (False, False, False), False)","4630.584199999999","0.690623226330708"
"complex_gemm_aos_AoS_16384_16384_16384","complex_gemm_aos_67","((16,), (1, 8, 1), (32, 16, 1), (False, False, False), False)","663.3095999999999","4.8212614441280515"
"complex_gemm_aos_AoS_16384_16384_16384","complex_gemm_aos_67","((16,), (16, 8, 1), (64, 8, 1), (False, False, False), False)","10587.4936","0.3020534529532089"
"complex_gemm_aos_AoS_16384_16384_16384","complex_gemm_aos_67","((128,), (2, 4, 1), (512, 1, 1), (False, False, False), False)","4538.269","0.7046715388620639"
"complex_gemm_aos_AoS_16384_16384_16384","complex_gemm_aos_67","((32,), (4, 2, 1), (256, 4, 1), (False, False, False), False)","8054.26","0.39705559542403646"
"complex_gemm_aos_AoS_16384_16384_16384","complex_gemm_aos_67","((32,), (4, 1, 1), (32, 8, 1), (True, True, False), False)","99999999999999.9","0.0"
"complex_gemm_aos_AoS_16384_16384_16384","complex_gemm_aos_67","((16,), (2, 2, 1), (32, 16, 1), (False, False, False), False)","636.4402","5.024806729681751"
"complex_gemm_aos_AoS_16384_16384_16384","complex_gemm_aos_67","((64,), (1, 2, 1), (32, 16, 1), (True, True, False), False)","99999999999999.9","0.0"
"complex_gemm_aos_AoS_16384_16384_16384","complex_gemm_aos_67","((64,), (16, 8, 1), (16, 64, 1), (False, False, False), False)","5792.2616","0.5521140481638468"
"complex_gemm_aos_AoS_16384_16384_16384","complex_gemm_aos_67","((16,), (2, 4, 1), (128, 2, 1), (False, False, False), False)","695.3797999999999","4.5989098331588005"
"complex_gemm_aos_AoS_16384_16384_16384","complex_gemm_aos_67","((32,), (16, 16, 1), (32, 32, 1), (False, False, False), False)","7219.806200000001","0.44294665416365325"
"complex_gemm_aos_AoS_16384_16384_16384","complex_gemm_aos_67","((64,), (2, 1, 1), (32, 8, 1), (True, True, False), False)","99999999999999.9","0.0"
"complex_gemm_aos_AoS_16384_16384_16384","complex_gemm_aos_67","((128,), (4, 1, 1), (32, 16, 1), (False, False, False), False)","4282.2058","0.7468088058728986"
"complex_gemm_aos_AoS_16384_16384_16384","complex_gemm_aos_67","((16,), (4, 16, 1), (128, 2, 1), (False, False, False), False)","6239.6952","0.5125232719700795"
"complex_gemm_aos_AoS_16384_16384_16384","complex_gemm_aos_67","((64,), (16, 1, 1), (64, 16, 1), (False, False, False), False)","12844.117","0.24898472974047184"
"complex_gemm_aos_AoS_16384_16384_16384","complex_gemm_aos_67","((128,), (2, 4, 1), (256, 4, 1), (False, False, False), False)","6993.76","0.45726318889981926"
"complex_gemm_aos_AoS_16384_16384_16384","complex_gemm_aos_67","((128,), (16, 8, 1), (64, 1, 1), (False, False, False), False)","23943.8484","0.1335620300703207"
"complex_gemm_aos_AoS_16384_16384_16384","complex_gemm_aos_67","((128,), (1, 4, 1), (256, 1, 1), (False, False, False), False)","3871.7968","0.8137810847924664"
"complex_gemm_aos_AoS_16384_16384_16384","complex_gemm_aos_67","((64,), (1, 8, 1), (256, 2, 1), (False, False, False), False)","1052.8064","2.992758212716032"
"complex_gemm_aos_AoS_16384_16384_16384","complex_gemm_aos_67","((128,), (2, 8, 1), (128, 1, 1), (False, False, False), False)","4408.1413999999995","0.7147672259333606"
"complex_gemm_aos_AoS_16384_16384_16384","complex_gemm_aos_67","((32,), (1, 16, 1), (64, 16, 1), (False, False, False), False)","500.90299999999996","6.290229844900111"
"complex_gemm_aos_AoS_16384_16384_16384","complex_gemm_aos_67","((32,), (8, 16, 1), (128, 1, 1), (False, False, False), False)","13182.871799999999","0.2390067238611848"
"complex_gemm_aos_AoS_16384_16384_16384","complex_gemm_aos_67","((64,), (2, 2, 1), (64, 16, 1), (False, False, False), False)","5409.3902","0.5824676873929339"
"complex_gemm_aos_AoS_16384_16384_16384","complex_gemm_aos_67","((64,), (8, 1, 1), (16, 32, 1), (False, False, False), False)","2405.858","1.309634650091568"
"complex_gemm_aos_AoS_16384_16384_16384","complex_gemm_aos_67","((16,), (2, 2, 1), (256, 2, 1), (False, False, False), False)","1604.9644","1.963155693671461"
"complex_gemm_aos_AoS_16384_16384_16384","complex_gemm_aos_67","((32,), (1, 2, 1), (16, 32, 1), (True, True, False), False)","99999999999999.9","0.0"
"complex_gemm_aos_AoS_16384_16384_16384","complex_gemm_aos_67","((16,), (1, 8, 1), (16, 64, 1), (False, False, False), False)","1654.8202","1.9040104779963405"
"complex_gemm_aos_AoS_16384_16384_16384","complex_gemm_aos_67","((16,), (16, 2, 1), (16, 32, 1), (False, False, False), False)","3440.5682","0.9157775160509825"
