iteration,original,tuned
1,1.6499387589283288,0.3234216528944671
2,1.6618190570734441,0.290266971103847
3,1.6416046139784157,0.29051056085154414
4,1.6363140889443457,0.2902507297694683
5,1.6393492640927434,0.2902554702013731
6,1.6570875230245292,0.2909290832467377
7,1.6486161998473108,0.2918365988880396
8,1.6481010392308235,0.2928523332811892
9,1.6435495438054204,0.292351630050689
10,1.6320332158356905,0.2913066749460995
11,1.6367206210270524,0.2910492052324116
12,1.6320749260485172,0.29122442519292235
13,1.6415920639410615,0.2911471938714385
14,1.6453270949423313,0.2912350548431277
15,1.6617247769609094,0.2909858641214669
16,1.6521237478591502,0.29086082335561514
17,1.6452699820511043,0.29137733578681946
18,1.6613915143534541,0.2912262547761202
19,1.6391277061775327,0.29125402588397264
20,1.6627224958501756,0.2915484858676791
21,1.6478865672834218,0.29078085208311677
22,1.656218785326928,0.29132294515147805
23,1.6549818413332105,0.29160563787445426
24,1.6441300031729043,0.29125776467844844
25,1.6482451860792935,0.2915261061862111
26,1.6488578403368592,0.2914599161595106
27,1.6399781089276075,0.2909426842816174
28,1.6260585901327431,0.29001304879784584
29,1.6443465831689537,0.2898935778066516
30,1.6314139091409743,0.2909191232174635
31,1.6476280051283538,0.29085523216053843
32,1.6547543602064252,0.2911067046225071
33,1.632752032019198,0.2923346911557019
34,1.6335307168774307,0.2912161140702665
35,1.6246490748599172,0.29166927793994546
36,1.6221654550172389,0.2912373556755483
37,1.6499211536720395,0.2909905230626464
38,1.6431133188307285,0.29198779817670584
39,1.6289600688032806,0.29116749577224255
40,1.661772876046598,0.29092454304918647
41,1.638759393710643,0.2910112841054797
42,1.6325530619360507,0.29118252405896783
43,1.6510540768504143,0.29120286414399743
44,1.6399953188374639,0.2909273449331522
45,1.6539611667394638,0.29096739273518324
46,1.6371876480989158,0.2913110749796033
47,1.62749704439193,0.2909517833031714
48,1.6457679197192192,0.29123256588354707
49,1.6447716550901532,0.29122525500133634
50,1.652194800786674,0.291642626747489
51,1.6522216512821615,0.291340216062963
52,1.6351002310402691,0.2913227160461247
53,1.6275081145577133,0.29049213137477636
54,1.6214477340690792,0.2908639716915786
55,1.6398223577998579,0.29161351826041937
56,1.6650281948968768,0.29209747863933444
57,1.6327648502774537,0.2927761529572308
58,1.6534132971428335,0.29211115883663297
59,1.5912386467680335,0.2908763838931918
60,1.6326090190559626,0.291530417278409
61,1.6382211381569505,0.2906190208159387
62,1.6480180784128606,0.2906877319328487
63,1.6369734317995608,0.29141695611178875
64,1.6283518481068313,0.29152801679447293
65,1.632623318117112,0.2913889246992767
66,1.6338314469903708,0.2911884649656713
67,1.6349335010163486,0.29109565494582057
68,1.6336549040861428,0.2911718748509884
69,1.640766141936183,0.2914790348149836
70,1.6470742840319872,0.2913219849579036
71,1.6217094920575619,0.2918256698176265
72,1.6268820008262992,0.29140131501480937
73,1.653789937030524,0.2914012260735035
74,1.6460202089510858,0.29107265267521143
75,1.6299596060998738,0.29157512821257114
76,1.629422822035849,0.29131441516801715
77,1.6206302479840815,0.2911751149222255
78,1.6292341728694737,0.29202845925465226
79,1.6588501427322626,0.2931574760004878
80,1.6516200667247176,0.29282387206330895
81,1.6300880666822195,0.2913940162397921
82,1.655154723674059,0.29171078791841865
83,1.6249813013710082,0.29076430294662714
84,1.6480429978109896,0.291356795001775
85,1.6487181917764246,0.2913769050501287
86,1.6435993751510978,0.291890739928931
87,1.6313036833889782,0.2911380040459335
88,1.6300160973332822,0.291734557133168
89,1.6477461359463632,0.29109701374545693
90,1.6366510507650673,0.2914223871193826
91,1.6500325067900121,0.29079980216920376
92,1.6425748309120536,0.29121433524414897
93,1.6361305578611791,0.2906196219846606
94,1.640195847954601,0.290743222925812
95,1.6271054414100945,0.29053761111572385
96,1.6481224210001528,0.29027484031394124
97,1.6585409650579095,0.2902677087113261
98,1.6475823470391333,0.2902736612595618
99,1.6522665619850159,0.29131832579150796
100,1.6328124296851456,0.2906491607427597
