iteration,original,tuned
1,15.735125157050788,10.628198122605681
2,15.694483747240156,10.341888117138296
3,15.704684764146805,10.360448750201613
4,15.669560763984919,10.379386196378618
5,15.66070642368868,10.302791243884712
6,15.754458613228053,10.348545885179192
7,15.74861830798909,10.294801316224039
8,15.71511158067733,10.245747021399438
9,15.732940003275871,10.36808214802295
10,15.714860628824681,10.349216111935675
11,15.726096484810114,10.37334770290181
12,15.690762334037572,10.30207065679133
13,15.743800171185285,10.367537412792444
14,15.692541083320975,10.298947216011584
15,15.745470211841166,10.265654488001019
16,15.725880100857466,10.377500359900296
17,15.687329272273928,10.372122296132147
18,15.771480607800186,10.338889827020466
19,15.694477502256632,10.355890355072916
20,15.72484968509525,10.353129833936691
21,15.754503020085394,10.36368321068585
22,15.721753438003361,10.328892488963902
23,15.705990284215659,10.31077270815149
24,15.724584033712745,10.331209651194513
25,15.736102859955281,10.330751725938171
26,15.709965939167887,10.29642195533961
27,15.748270191252232,10.306337852962315
28,15.710672828368843,10.2891352083534
29,15.713523607235402,10.345477950759232
30,15.68527356814593,10.314416301902384
31,15.665567710064352,10.279866049997509
32,15.73528558993712,10.304637608118355
33,15.775604165159166,10.323672176338732
34,15.683810401242226,10.280556322075427
35,15.706623643171042,10.441524808760732
36,15.68180813966319,10.3618612610735
37,15.726024949923158,10.263871222734451
38,15.712195184081793,10.243354659993201
39,15.709457717370242,10.363462655805051
40,15.72098309500143,10.32079190807417
41,15.738298531156033,10.377826288808137
42,15.743231285829097,10.312390239909291
43,15.724504294805229,10.36939103109762
44,15.720645241905004,10.41385842487216
45,15.713205396197736,10.389416362158954
46,15.666480239015073,10.338639203924686
47,15.756469904910773,10.304728696588427
48,15.798139579128474,10.399687495082617
49,15.712067984975874,10.393736873753369
50,15.69234804296866,10.325724469032139
51,15.767940376885235,10.380298069678247
52,15.698762618005276,10.313444856088609
53,15.710933099966496,10.308987846132368
54,15.71454243781045,10.287843795027584
55,15.687618871685117,10.36541404016316
56,15.73734615277499,10.395140488166362
57,15.692220326978713,10.327933988999575
58,15.652942575048655,10.299427825026214
59,15.685133108869195,10.351287569850683
60,15.807207196950912,10.312214734964073
61,15.770819019991904,10.342213230673224
62,15.733820893801749,10.309805608354509
63,15.707035798113793,10.361694510094821
64,16.054085843265057,10.400680357124656
65,15.711754311807454,10.346499966923147
66,15.72222623694688,10.420412695966661
67,15.668033699970692,10.357649961020797
68,15.719998198095709,10.459643433336169
69,15.676736576948315,10.36931292898953
70,15.73214432084933,10.36249053105712
71,15.741359599865973,10.392334654927254
72,15.623411264270544,10.346889784093946
73,15.723681235220283,10.305976282805204
74,15.699923474807292,10.33777195122093
75,15.770821942016482,10.342858238145709
76,15.732329863123596,10.344818037934601
77,15.688295331783593,10.24882856104523
78,15.720619556028396,10.29108880739659
79,15.721329400781542,10.35920881293714
80,15.667991699185222,10.302760674152523
81,15.73955763457343,10.370711028575897
82,15.687261978164315,10.320678232237697
83,15.71822285791859,10.3615514296107
84,15.691893536131829,10.394988495856524
85,15.730544799938798,10.40325502306223
86,15.719813198316842,10.398410697933286
87,15.760711005423218,10.29485617019236
88,15.753867834806442,10.37467935681343
89,15.721589889843017,10.394395007751882
90,15.679858079645783,10.259002369362861
91,15.695925808977336,10.333740090020001
92,15.726012916769832,10.30768174212426
93,15.729347482323647,10.331490548793226
94,15.758960591163486,10.32513658888638
95,15.76812426187098,10.31432338571176
96,15.747991174925119,10.36504141613841
97,15.725889046210796,10.352655340917408
98,15.789597381837666,10.330332088284194
99,15.764140509068966,10.302897064946592
100,15.731996817048639,10.389719865750521
