iteration,original,tuned
1,0.1484584016725421,0.06518841488286853
2,0.145777293946594,0.03232217999175191
3,0.14614880783483386,0.03189478721469641
4,0.14602879621088505,0.031944528222084045
5,0.14640015782788396,0.03207188006490469
6,0.14604519680142403,0.03202393790706992
7,0.14643821911886334,0.0322122797369957
8,0.14583554537966847,0.032132308930158615
9,0.1458012037910521,0.03208685014396906
10,0.14682995295152068,0.032045258209109306
11,0.14562698313966393,0.03203349793329835
12,0.14554791199043393,0.03204184863716364
13,0.14573074597865343,0.03204592922702432
14,0.1464357478544116,0.03199916798621416
15,0.14608616707846522,0.031969187781214714
16,0.14590168418362737,0.03204361768439412
17,0.14553221175447106,0.031976048834621906
18,0.145218419842422,0.03200868796557188
19,0.14573677303269506,0.03198866778984666
20,0.14691590098664165,0.03199393907561898
21,0.14611990610137582,0.03209245903417468
22,0.14598978497087955,0.03201895905658603
23,0.1453188518062234,0.0320028867572546
24,0.14630694640800357,0.031996059231460094
25,0.14569535292685032,0.032042759004980326
26,0.147056900896132,0.03202728787437081
27,0.14607022609561682,0.03193846810609102
28,0.14508638996630907,0.03180720703676343
29,0.1464935578405857,0.03180939797312021
30,0.14620940666645765,0.031724127009510994
31,0.1460217242129147,0.03177432622760534
32,0.14660317916423082,0.0318074868991971
33,0.14583602407947183,0.03176174592226744
34,0.14541291166096926,0.03192180022597313
35,0.1457152720540762,0.0319267469458282
36,0.14587040478363633,0.03177386708557606
37,0.14647245779633522,0.03183908713981509
38,0.14644488785415888,0.03183509781956673
39,0.14622796699404716,0.03186620818451047
40,0.14547429233789444,0.031966567039489746
41,0.14545200113207102,0.03182914713397622
42,0.14722452219575644,0.0318476278334856
43,0.14630832709372044,0.031798248179256916
44,0.1472185030579567,0.03181243734434247
45,0.14596961485221982,0.03187217703089118
46,0.14622282702475786,0.03185961814597249
47,0.14611360616981983,0.0318541182205081
48,0.14591323398053646,0.03184210695326328
49,0.14763609506189823,0.03187674703076482
50,0.14678716007620096,0.03190167807042599
51,0.14723585220053792,0.03185791801661253
52,0.1464411481283605,0.031931037083268166
53,0.1468959408812225,0.03189729806035757
54,0.14685091096907854,0.03189971763640642
55,0.14596967492252588,0.03191941790282726
56,0.1462681768462062,0.03186714695766568
57,0.1456813020631671,0.031898878049105406
58,0.14627589704468846,0.03184068715199828
59,0.1460028146393597,0.03183508804067969
60,0.14593768492341042,0.03181385714560747
61,0.14682726981118321,0.031843726988881826
62,0.14622908597812057,0.031806036829948425
63,0.14616073621436954,0.03184358682483435
64,0.14654046762734652,0.03175674797967076
65,0.1456439238972962,0.03177919704467058
66,0.14731206325814128,0.03183348709717393
67,0.14568896312266588,0.031846017111092806
68,0.1475683650933206,0.031820688396692276
69,0.1466930489987135,0.03182181715965271
70,0.14637172687798738,0.0318216672167182
71,0.14598299469798803,0.03183796722441912
72,0.14705044170841575,0.03182343812659383
73,0.14641917776316404,0.03187196794897318
74,0.1475457539781928,0.03181718708947301
75,0.1472137733362615,0.03185355709865689
76,0.14720957307145,0.03183217719197273
77,0.1460816957987845,0.03183694835752249
78,0.14598861429840326,0.0318150669336319
79,0.14598833490163088,0.03181818686425686
80,0.14605651516467333,0.031811397057026625
81,0.14693724131211638,0.03181728906929493
82,0.14579228358343244,0.03184467740356922
83,0.1470337021164596,0.0318087562918663
84,0.14800159726291895,0.031857766676694155
85,0.14630757784470916,0.03183307871222496
86,0.14690675027668476,0.03189739724621177
87,0.14633960695937276,0.03179560694843531
88,0.14633470680564642,0.03186389710754156
89,0.14705407060682774,0.03184441942721605
90,0.14676542999222875,0.03188293660059571
91,0.14697145158424973,0.03183233691379428
92,0.14663838921114802,0.03181293699890375
93,0.14590650470927358,0.0317671881057322
94,0.14594012405723333,0.03178878594189882
95,0.146888661198318,0.031733847223222256
96,0.14568605180829763,0.0318301972001791
97,0.1471676118671894,0.031772357411682606
98,0.14773369627073407,0.031803247053176165
99,0.14687159098684788,0.031848687678575516
100,0.14722395315766335,0.0318218469619751
