iteration,original,tuned
1,37.35094412276521,39.070315069984645
2,37.24988499423489,37.26327212806791
3,37.25395897496492,37.28465502290055
4,37.28896762896329,37.27451519295573
5,37.2570347613655,37.282586738001555
6,37.30186980077997,37.299829688388854
7,37.242021061014384,37.27312514698133
8,37.2837103670463,37.28117644414306
9,37.2777811922133,37.31715060863644
10,37.29174001701176,37.297963267192245
11,37.29588539106771,37.28938039811328
12,37.30934355966747,37.319288251921535
13,37.31439509987831,37.29050910426304
14,37.30702477321029,37.30792022496462
15,37.278222674969584,37.295403473079205
16,37.28768918523565,37.27033726591617
17,37.27537932433188,37.27827619994059
18,37.30054276436567,37.272707283031195
19,37.28698753518984,37.26124184112996
20,37.31700534094125,37.263617753982544
21,37.29642604198307,37.25222701812163
22,37.295793609227985,37.257547293789685
23,37.281861254014075,37.240497204940766
24,37.3256685747765,37.27906210999936
25,37.318154462613165,37.262000884860754
26,37.33766668708995,37.255201898980886
27,37.311086100991815,37.2482940913178
28,37.34491609223187,37.230326692108065
29,37.31553689017892,37.207647033035755
30,37.33006906323135,37.23837833898142
31,37.26963293598965,37.24894062941894
32,37.39275857806206,37.235690602101386
33,37.263176719192415,37.2538765235804
34,37.255559890996665,37.258713581133634
35,37.225349721033126,37.25332203600556
36,37.29856930207461,37.232192867901176
37,37.259841468185186,37.25446430500597
38,37.25897255167365,37.24827224900946
39,37.224320449866354,37.259746689815074
40,37.23833611886948,37.25394042721018
41,37.23895497107878,37.25397996418178
42,37.26941039599478,37.27302729897201
43,37.27082620980218,37.24817562615499
44,37.23252289183438,37.257541647180915
45,37.252119813114405,37.24055668478832
46,37.24975571781397,37.26548157539219
47,37.20022118417546,37.25970910303295
48,37.2568782446906,37.25723583297804
49,37.25736200856045,37.25742967519909
50,37.254745380952954,37.25002336408943
51,37.2152959019877,37.25383497495204
52,37.233736243098974,37.256682897917926
53,37.244380950927734,37.25536693725735
54,37.26317080203444,37.279695256147534
55,37.26420443318784,37.29706030106172
56,37.27450760314241,37.26390977902338
57,37.264808434061706,37.28505733795464
58,37.26694199908525,37.26828235015273
59,37.275407978799194,37.233933730982244
60,37.2709341221489,37.2727566617541
61,37.26577172614634,37.259230425115675
62,37.268129494041204,37.259420124813914
63,37.19434248795733,37.26928204996511
64,37.22865638975054,37.286214721389115
65,37.23890499025583,37.31786022428423
66,37.25407909741625,37.30891690775752
67,37.25759101798758,37.29243025416508
68,37.2463836199604,37.28605050779879
69,37.233496411237866,37.291111384984106
70,37.242981540970504,37.29513297183439
71,37.23737018695101,37.288880781270564
72,37.260857925750315,37.30984325008467
73,37.248931751120836,37.30428942712024
74,37.26842228276655,37.273354249075055
75,37.240959943737835,37.28977933106944
76,37.26842819387093,37.270730420947075
77,37.27362406626344,37.24585598567501
78,37.276952154934406,37.255259280093014
79,37.274849012028426,37.26232493901625
80,37.267147585749626,37.25765269994736
81,37.25414670445025,37.28516367310658
82,37.274116517044604,37.26975458115339
83,37.287043686024845,37.29964342294261
84,37.24419458489865,37.2730532232672
85,37.27168403379619,37.2780739730224
86,37.28323978371918,37.27885444322601
87,37.286461610812694,37.26355028292164
88,37.260456203948706,37.27474668715149
89,37.252807062119246,37.26269492600113
90,37.25873527768999,37.26276588300243
91,37.262770659290254,37.24998490931466
92,37.278712316881865,37.2453001732938
93,37.27612490579486,37.21916246088222
94,37.269128346350044,37.22238817019388
95,37.24961392674595,37.24805649090558
96,37.24776913784444,37.272257004864514
97,37.27662223763764,37.22981164744124
98,37.28420060360804,37.25677361804992
99,37.38714803010225,37.25735290395096
100,37.649517588317394,37.26382521027699
