iteration,original,tuned
1,1.936073670629412,1.3992261718958616
2,1.9364664433524013,1.360813652165234
3,1.9313475508242846,1.3598779859021306
4,1.9255555453710258,1.3589019528590143
5,1.9348816629499197,1.3585921130143106
6,1.9509086958132684,1.3618444930762053
7,1.9474180098623037,1.3554259208030999
8,1.9466557390987873,1.360932786948979
9,1.9452376910485327,1.3571370439603925
10,1.9458142449148,1.3598699793219566
11,1.9411248257383704,1.3650891738943756
12,1.9399201590567827,1.3613131293095648
13,1.949852469842881,1.3563941568136215
14,1.93696892214939,1.359664998948574
15,1.9460143949836493,1.3695092918351293
16,1.9447634480893612,1.3623529262840748
17,1.9322398933582008,1.3581108376383781
18,1.933451539836824,1.3614507801830769
19,1.9412249368615448,1.3578301169909537
20,1.935208191163838,1.361629871185869
21,1.9307493129745126,1.3628442487679422
22,1.9412551168352365,1.3651528237387538
23,1.9330590381287038,1.3587556229904294
24,1.9518722309730947,1.3633265122771263
25,1.9519814709201455,1.3566534500569105
26,1.9407423343509436,1.3620450026355684
27,1.9429097869433463,1.3607130772434175
28,1.934207865037024,1.362147503066808
29,1.950882826000452,1.3611741997301579
30,1.9322323119267821,1.3625838560983539
31,1.941080957185477,1.3601194606162608
32,1.955564412754029,1.3592808679677546
33,1.9291413039900362,1.3590887850150466
34,1.923744071740657,1.3586180312559009
35,1.9252853789366782,1.3607497559860349
36,1.9518141322769225,1.3623855761252344
37,1.9307812042534351,1.355610293801874
38,1.9365900792181492,1.3591742352582514
39,1.9428180870600045,1.3591978158801794
40,1.917697363998741,1.3644513990730047
41,1.92829420696944,1.3646939708851278
42,1.9436124027706683,1.3661903589963913
43,1.9431740320287645,1.356251587625593
44,1.9360114471055567,1.3631494510918856
45,1.9379625129513443,1.357037132140249
46,1.9298090562224388,1.3592521958053112
47,1.9312067585997283,1.3572073439136147
48,1.9389295070432127,1.3586516603827477
49,1.9296816242858768,1.3564187078736722
50,1.9484933707863092,1.3592524570412934
51,1.9319109520874918,1.3613491677679121
52,1.9409134550951421,1.3566641700454056
53,1.9380937740206718,1.3567414260469377
54,1.9324886430986226,1.3613112368620932
55,1.9399409811012447,1.3573712212964892
56,1.9289641417562962,1.3588493908755481
57,1.9284210409969091,1.3634613188914955
58,1.9325562841258943,1.3625169349834323
59,1.9360054568387568,1.3638367620296776
60,1.9441304537467659,1.3607792821712792
61,1.9361795969307423,1.3590263822115958
62,1.9326111972332,1.3621174818836153
63,1.9321205629967153,1.3615813171491027
64,1.944604936055839,1.361605929210782
65,1.9368898500688374,1.3575431718491018
66,1.9365713098086417,1.3611074248328805
67,1.9264885419979692,1.356842378154397
68,1.9416370140388608,1.3580007939599454
69,1.926042813807726,1.3583610281348228
70,1.9394834688864648,1.363781243097037
71,1.9327812069095671,1.3562296140007675
72,1.9134551608003676,1.3609967730008066
73,1.9298762381076813,1.35648801503703
74,1.939721674658358,1.3613967383280396
75,1.9241363890469074,1.3576482832431793
76,1.9335297453217208,1.3610604852437973
77,1.931994115933776,1.3613791847601533
78,1.937864851206541,1.3654568740166724
79,1.940698109101504,1.3551958366297185
80,1.9351834440603852,1.3608494331128895
81,1.9305768171325326,1.3579557538032532
82,1.936327681876719,1.3569061886519194
83,1.9389072069898248,1.3578041540458798
84,1.9388563176617026,1.3634583703242242
85,1.9373303381726146,1.3568603778257966
86,1.9218689347617328,1.3640434029512107
87,1.927782699931413,1.3615435580722988
88,1.9386827871203423,1.3592140027321875
89,1.9452026542276144,1.3580453051254153
90,1.9437328060157597,1.3619547402486205
91,1.9438829780556262,1.3629615879617631
92,1.947131184861064,1.3610317730344832
93,1.9440448880195618,1.360025588888675
94,1.9233150840736926,1.3608194733969867
95,1.9385511963628232,1.3568115183152258
96,1.930848359130323,1.3610817440785468
97,1.93204334564507,1.360228589270264
98,1.9332727338187397,1.3596422863192856
99,1.9367163139395416,1.3588020410388708
100,1.9319024258293211,1.3603614093735814
