SDFG,Kernel,Config,Time,Speedup
"gpu_usu_transposed_1026","kernel_22","((1,), (2, 8, 4), (2, 16, 8), (False, False, False), False)","19.098","1.1567598701434705"
"gpu_usu_transposed_1026","kernel_22","((1,), (16, 8, 16), (2, 16, 2), (False, False, False), False)","11.8086","1.8708229595379637"
"gpu_usu_transposed_1026","kernel_22","((1,), (4, 1, 4), (16, 2, 16), (False, False, False), False)","22.226","0.9939620264555026"
"gpu_usu_transposed_1026","kernel_22","((1,), (2, 16, 1), (32, 16, 2), (False, False, False), False)","40.0594","0.5514760580537902"
"gpu_usu_transposed_1026","kernel_22","((1,), (2, 8, 16), (16, 8, 8), (False, False, False), False)","25.8474","0.8547010531039873"
"gpu_usu_transposed_1026","kernel_22","((1,), (2, 4, 2), (1, 16, 8), (False, False, False), False)","8.4662","2.6094115423684765"
"gpu_usu_transposed_1026","kernel_22","((1,), (4, 1, 16), (128, 1, 1), (False, False, False), False)","43.9086","0.5031315049899109"
"gpu_usu_transposed_1026","kernel_22","((1,), (2, 8, 4), (32, 8, 2), (False, False, False), False)","22.415","0.9855810840954717"
"gpu_usu_transposed_1026","kernel_22","((1,), (2, 1, 16), (2, 16, 8), (False, False, False), False)","7.370399999999999","2.9973678497774885"
"gpu_usu_transposed_1026","kernel_22","((1,), (1, 4, 8), (4, 16, 1), (False, False, False), False)","6.11","3.6156792144026184"
"gpu_usu_transposed_1026","kernel_22","((1,), (16, 2, 8), (4, 16, 1), (False, False, False), False)","12.370000000000001","1.7859175424413902"
"gpu_usu_transposed_1026","kernel_22","((1,), (1, 4, 8), (8, 16, 4), (False, False, False), False)","6.0552","3.6484013740256307"
"gpu_usu_transposed_1026","kernel_22","((1,), (1, 2, 16), (256, 4, 1), (False, False, False), False)","31.2488","0.7069647474463019"
"gpu_usu_transposed_1026","kernel_22","((1,), (16, 16, 8), (16, 4, 4), (False, False, False), False)","22.5924","0.9778421061950036"
"gpu_usu_transposed_1026","kernel_22","((1,), (2, 4, 4), (2, 16, 8), (False, False, False), False)","9.515600000000001","2.3216402538988605"
"gpu_usu_transposed_1026","kernel_22","((1,), (2, 2, 4), (32, 8, 1), (False, False, False), False)","11.859399999999999","1.8628092483599508"
