Identifier,tY,tX,bK,tM,tN,time,GFLOPs,percentagePeak
Inner Product + No Remainder,32,32,16,16,8,-1.0,-1.0,-1.0
Inner Product + Remainder,32,32,16,16,8,-1.0,-1.0,-1.0
cuBLAS,32,32,16,16,8,0.102304,10747.493926,76.055068
Outer-Product + No Remainder,32,32,16,16,8,-1.0,-1.0,-1.0
Inner Product + No Remainder,32,32,16,16,8,-1.0,-1.0,-1.0
Inner Product + Remainder,32,32,16,16,8,-1.0,-1.0,-1.0
cuBLAS,32,32,8,16,12,0.102277,10750.311944,76.075010
Outer-Product + No Remainder,32,32,8,16,12,-1.0,-1.0,-1.0
Inner Product + No Remainder,32,32,8,16,12,-1.0,-1.0,-1.0
Inner Product + Remainder,32,32,8,16,12,-1.0,-1.0,-1.0
cuBLAS,32,32,8,16,12,0.093776,11724.840731,82.971302
Outer-Product + No Remainder,32,32,8,16,12,-1.0,-1.0,-1.0
Inner Product + No Remainder,32,32,8,16,12,-1.0,-1.0,-1.0
Inner Product + Remainder,32,32,8,16,12,-1.0,-1.0,-1.0
cuBLAS,32,32,8,16,12,0.102239,10754.323053,76.103395
Outer-Product + No Remainder,32,32,8,16,12,-1.0,-1.0,-1.0
Inner Product + No Remainder,32,32,8,16,12,-1.0,-1.0,-1.0
Inner Product + Remainder,32,32,8,16,12,-1.0,-1.0,-1.0
cuBLAS,32,32,8,16,12,0.093779,11724.540259,82.969175
Outer-Product + No Remainder,32,32,8,16,12,-1.0,-1.0,-1.0
Inner Product + No Remainder,32,32,8,16,12,-1.0,-1.0,-1.0
Inner Product + Remainder,32,32,8,16,12,-1.0,-1.0,-1.0
cuBLAS,32,32,8,16,12,0.102265,10751.644103,76.084437
Outer-Product + No Remainder,32,32,8,16,12,-1.0,-1.0,-1.0
Inner Product + No Remainder,32,32,8,16,12,-1.0,-1.0,-1.0
Inner Product + Remainder,32,32,8,16,12,-1.0,-1.0,-1.0
cuBLAS,8,32,8,2,2,0.102195,10758.953184,76.136160
Outer-Product + No Remainder,8,32,8,2,2,0.184618,5955.614564,42.145143
Inner Product + No Remainder,8,32,8,2,2,0.184678,5953.654633,42.131274
Inner Product + Remainder,8,32,8,2,2,0.220401,4988.685016,35.302628
cuBLAS,8,32,16,2,2,0.093734,11730.111505,83.008600
Outer-Product + No Remainder,8,32,16,2,2,0.167909,6548.247871,46.338936
Inner Product + No Remainder,8,32,16,2,2,0.168250,6535.000425,46.245190
Inner Product + Remainder,8,32,16,2,2,0.188321,5838.499574,41.316374
cuBLAS,8,32,32,2,2,0.095569,11504.860637,81.414604
Outer-Product + No Remainder,8,32,32,2,2,0.168239,6535.419468,46.248156
Inner Product + No Remainder,8,32,32,2,2,0.171346,6416.894614,45.409410
Inner Product + Remainder,8,32,32,2,2,0.175542,6263.527558,44.324102
cuBLAS,8,32,24,2,2,0.102479,10729.096534,75.924878
Outer-Product + No Remainder,8,32,24,2,2,0.170482,6449.437136,45.639698
Inner Product + No Remainder,8,32,24,2,2,0.168373,6530.202746,46.211239
Inner Product + Remainder,8,32,24,2,2,0.185765,5918.822199,41.884781
cuBLAS,8,32,64,2,2,0.102210,10757.329334,76.124669
Outer-Product + No Remainder,8,32,64,2,2,0.165687,6636.062099,46.960357
Inner Product + No Remainder,8,32,64,2,2,0.166312,6611.156000,46.784108
Inner Product + Remainder,8,32,64,2,2,0.171298,6418.711162,45.422265
cuBLAS,8,32,8,2,4,0.093753,11727.721271,82.991686
Outer-Product + No Remainder,8,32,8,2,4,0.159622,6888.214769,48.744726
Inner Product + No Remainder,8,32,8,2,4,0.159936,6874.690794,48.649023
Inner Product + Remainder,8,32,8,2,4,0.177825,6183.096299,43.754927
cuBLAS,8,32,16,2,4,0.102291,10748.822179,76.064467
Outer-Product + No Remainder,8,32,16,2,4,0.158843,6922.002302,48.983824
Inner Product + No Remainder,8,32,16,2,4,0.158432,6939.966327,49.110948
Inner Product + Remainder,8,32,16,2,4,0.162479,6767.095308,47.887619
cuBLAS,8,32,32,2,4,0.100160,10977.520854,77.682863
Outer-Product + No Remainder,8,32,32,2,4,0.159464,6895.037965,48.793010
Inner Product + No Remainder,8,32,32,2,4,0.159407,6897.516958,48.810553
Inner Product + Remainder,8,32,32,2,4,0.159695,6885.063475,48.722425
cuBLAS,8,32,24,2,4,0.095452,11519.019332,81.514798
Outer-Product + No Remainder,8,32,24,2,4,0.159323,6901.138327,48.836180
Inner Product + No Remainder,8,32,24,2,4,0.159393,6898.134343,48.814922
Inner Product + Remainder,8,32,24,2,4,0.160638,6844.668896,48.436572
cuBLAS,8,32,64,2,4,0.094562,11627.373332,82.281570
Outer-Product + No Remainder,8,32,64,2,4,0.164317,6691.409492,47.352025
Inner Product + No Remainder,8,32,64,2,4,0.164468,6685.273430,47.308603
Inner Product + Remainder,8,32,64,2,4,0.170209,6459.755797,45.712719
cuBLAS,8,32,8,2,8,0.095718,11486.944927,81.287822
Outer-Product + No Remainder,8,32,8,2,8,0.267455,4111.016090,29.091769
Inner Product + No Remainder,8,32,8,2,8,0.267451,4111.076603,29.092197
Inner Product + Remainder,8,32,8,2,8,0.371557,2959.200358,20.940899
cuBLAS,8,32,16,2,8,0.102319,10745.907186,76.043839
Outer-Product + No Remainder,8,32,16,2,8,0.246613,4458.445053,31.550364
Inner Product + No Remainder,8,32,16,2,8,0.235790,4663.096772,32.998590
Inner Product + Remainder,8,32,16,2,8,0.303533,3622.383338,25.633940
cuBLAS,8,32,32,2,8,0.093743,11729.003132,83.000757
Outer-Product + No Remainder,8,32,32,2,8,0.458518,2397.967152,16.969310
Inner Product + No Remainder,8,32,32,2,8,0.506540,2170.633322,15.360573
Inner Product + Remainder,8,32,32,2,8,0.493500,2227.987777,15.766444
cuBLAS,8,32,24,2,8,0.093663,11739.069221,83.071990
Outer-Product + No Remainder,8,32,24,2,8,0.364796,3014.046025,21.329017
Inner Product + No Remainder,8,32,24,2,8,0.359972,3054.439769,21.614864
Inner Product + Remainder,8,32,24,2,8,0.373422,2944.420433,20.836308
cuBLAS,8,32,24,2,8,0.093714,11732.567663,83.025982
Outer-Product + No Remainder,8,32,24,2,8,0.366466,3000.313534,21.231838
Inner Product + No Remainder,8,32,24,2,8,0.367166,2994.589612,21.191332
Inner Product + Remainder,8,32,24,2,8,0.373911,2940.571059,20.809068
cuBLAS,8,32,8,2,12,0.101473,10835.496238,76.677820
Outer-Product + No Remainder,8,32,8,2,12,0.370181,2970.201285,21.018747
Inner Product + No Remainder,8,32,8,2,12,0.365303,3009.858180,21.299381
Inner Product + Remainder,8,32,8,2,12,0.368307,2985.312816,21.125685
cuBLAS,8,32,16,2,12,0.093726,11731.076847,83.015432
Outer-Product + No Remainder,8,32,16,2,12,0.360041,3053.849481,21.610687
Inner Product + No Remainder,8,32,16,2,12,0.358981,3062.864786,21.674484
Inner Product + Remainder,8,32,16,2,12,0.356955,3080.254203,21.797541
cuBLAS,8,32,16,2,12,0.093767,11726.057083,82.979909
Outer-Product + No Remainder,8,32,16,2,12,0.360611,3049.021836,21.576524
Inner Product + No Remainder,8,32,16,2,12,0.359152,3061.413601,21.664215
Inner Product + Remainder,8,32,16,2,12,0.356361,3085.390323,21.833887
cuBLAS,8,32,24,2,12,0.093766,11726.068532,82.979990
Outer-Product + No Remainder,8,32,24,2,12,0.504664,2178.700991,15.417664
Inner Product + No Remainder,8,32,24,2,12,0.504844,2177.924743,15.412171
Inner Product + Remainder,8,32,24,2,12,0.495859,2217.389258,15.691443
cuBLAS,8,32,24,2,12,0.102256,10752.556192,76.090891
Outer-Product + No Remainder,8,32,24,2,12,0.510425,2154.111787,15.243658
Inner Product + No Remainder,8,32,24,2,12,0.505042,2177.070508,15.406126
Inner Product + Remainder,8,32,24,2,12,0.497004,2212.279922,15.655287
cuBLAS,8,32,8,4,2,0.093674,11737.585356,83.061489
Outer-Product + No Remainder,8,32,8,4,2,0.121202,9071.700748,64.196251
Inner Product + No Remainder,8,32,8,4,2,0.122088,9005.889461,63.730535
Inner Product + Remainder,8,32,8,4,2,0.150378,7311.652606,51.741200
cuBLAS,8,32,16,4,2,0.093780,11724.376198,82.968014
Outer-Product + No Remainder,8,32,16,4,2,0.116014,9477.410928,67.067275
Inner Product + No Remainder,8,32,16,4,2,0.122344,8987.028431,63.597064
Inner Product + Remainder,8,32,16,4,2,0.130062,8453.757136,59.823348
cuBLAS,8,32,32,4,2,0.095556,11506.470895,81.425999
Outer-Product + No Remainder,8,32,32,4,2,0.113347,9700.364245,68.645013
Inner Product + No Remainder,8,32,32,4,2,0.117354,9369.185952,66.301417
Inner Product + Remainder,8,32,32,4,2,0.118538,9275.565719,65.638910
cuBLAS,8,32,24,4,2,0.095446,11519.695170,81.519581
Outer-Product + No Remainder,8,32,24,4,2,0.118068,9312.536369,65.900534
Inner Product + No Remainder,8,32,24,4,2,0.126685,8679.108346,61.418055
Inner Product + Remainder,8,32,24,4,2,0.128376,8564.753713,60.608820
cuBLAS,8,32,64,4,2,0.102278,10750.261424,76.074652
Outer-Product + No Remainder,8,32,64,4,2,0.112032,9814.230147,69.450790
Inner Product + No Remainder,8,32,64,4,2,0.113371,9698.335365,68.630656
Inner Product + Remainder,8,32,64,4,2,0.119413,9207.625671,65.158129
cuBLAS,8,32,8,4,4,0.096405,11405.123651,80.708811
Outer-Product + No Remainder,8,32,8,4,4,0.101956,10784.184888,76.314713
Inner Product + No Remainder,8,32,8,4,4,0.102431,10734.171062,75.960788
Inner Product + Remainder,8,32,8,4,4,0.129330,8501.619625,60.162049
cuBLAS,8,32,16,4,4,0.093690,11735.665111,83.047901
Outer-Product + No Remainder,8,32,16,4,4,0.101340,10849.709052,76.778397
Inner Product + No Remainder,8,32,16,4,4,0.111467,9864.051831,69.803355
Inner Product + Remainder,8,32,16,4,4,0.138350,7947.294426,56.239345
cuBLAS,8,32,32,4,4,0.093725,11731.233456,83.016540
Outer-Product + No Remainder,8,32,32,4,4,0.100378,10953.713094,77.514386
Inner Product + No Remainder,8,32,32,4,4,0.100892,10897.934328,77.119666
Inner Product + Remainder,8,32,32,4,4,0.175972,6248.219188,44.215771
cuBLAS,8,32,24,4,4,0.093857,11714.694269,82.899500
Outer-Product + No Remainder,8,32,24,4,4,0.102333,10744.418641,76.033306
Inner Product + No Remainder,8,32,24,4,4,0.108822,10103.784452,71.499832
Inner Product + Remainder,8,32,24,4,4,0.125967,8728.601392,61.768295
cuBLAS,8,32,64,4,4,0.094519,11632.719260,82.319400
Outer-Product + No Remainder,8,32,64,4,4,0.105820,10390.398299,73.528067
Inner Product + No Remainder,8,32,64,4,4,0.109248,10064.337094,71.220682
Inner Product + Remainder,8,32,64,4,4,0.143036,7686.937066,54.396916
cuBLAS,8,32,8,4,8,0.102259,10752.256156,76.088768
Outer-Product + No Remainder,8,32,8,4,8,0.182789,6015.204303,42.566832
Inner Product + No Remainder,8,32,8,4,8,0.255605,4301.608461,30.440503
Inner Product + Remainder,8,32,8,4,8,0.251358,4374.277397,30.954748
cuBLAS,8,32,16,4,8,0.093724,11731.317491,83.017135
Outer-Product + No Remainder,8,32,16,4,8,0.186078,5908.882582,41.814443
Inner Product + No Remainder,8,32,16,4,8,0.237562,4628.305857,32.752390
Inner Product + Remainder,8,32,16,4,8,0.238850,4603.359021,32.575853
cuBLAS,8,32,32,4,8,0.094085,11686.333594,82.698804
Outer-Product + No Remainder,8,32,32,4,8,0.253936,4329.873728,30.640524
Inner Product + No Remainder,8,32,32,4,8,0.251528,4371.337171,30.933941
Inner Product + Remainder,8,32,32,4,8,0.439047,2504.314719,17.721883
cuBLAS,8,32,24,4,8,0.093733,11730.211755,83.009310
Outer-Product + No Remainder,8,32,24,4,8,0.179657,6120.064804,43.308882
Inner Product + No Remainder,8,32,24,4,8,0.250195,4394.623136,31.098725
Inner Product + Remainder,8,32,24,4,8,0.431675,2547.084786,18.024547
cuBLAS,8,32,24,4,8,0.102205,10757.905094,76.128743
Outer-Product + No Remainder,8,32,24,4,8,0.189072,5815.298785,41.152193
Inner Product + No Remainder,8,32,24,4,8,0.231609,4747.264865,33.594209
Inner Product + Remainder,8,32,24,4,8,0.435263,2526.085846,17.875947
cuBLAS,8,32,8,4,12,0.093806,11721.136942,82.945092
Outer-Product + No Remainder,8,32,8,4,12,0.289170,3802.297667,26.907111
Inner Product + No Remainder,8,32,8,4,12,0.287918,3818.829548,27.024099
Inner Product + Remainder,8,32,8,4,12,0.287592,3823.159850,27.054743
cuBLAS,8,32,16,4,12,0.093736,11729.827947,83.006594
Outer-Product + No Remainder,8,32,16,4,12,0.286605,3836.324661,27.147904
Inner Product + No Remainder,8,32,16,4,12,0.515379,2133.404150,15.097119
Inner Product + Remainder,8,32,16,4,12,0.508874,2160.675745,15.290108
cuBLAS,8,32,16,4,12,0.093741,11729.271375,83.002655
Outer-Product + No Remainder,8,32,16,4,12,0.285422,3852.237748,27.260514
Inner Product + No Remainder,8,32,16,4,12,0.514693,2136.248022,15.117244
Inner Product + Remainder,8,32,16,4,12,0.508666,2161.558009,15.296351
cuBLAS,8,32,24,4,12,0.102179,10760.647425,76.148149
Outer-Product + No Remainder,8,32,24,4,12,0.287929,3818.689502,27.023108
Inner Product + No Remainder,8,32,24,4,12,0.286833,3833.281787,27.126371
Inner Product + Remainder,8,32,24,4,12,0.502328,2188.832706,15.489362
cuBLAS,8,32,24,4,12,0.093704,11733.841030,83.034993
Outer-Product + No Remainder,8,32,24,4,12,0.286927,3832.025231,27.117479
Inner Product + No Remainder,8,32,24,4,12,0.286291,3840.534267,27.177693
Inner Product + Remainder,8,32,24,4,12,0.502044,2190.069023,15.498111
cuBLAS,8,32,8,8,2,0.093736,11729.839404,83.006675
Outer-Product + No Remainder,8,32,8,8,2,0.105402,10431.570937,73.819426
Inner Product + No Remainder,8,32,8,8,2,0.105478,10424.108594,73.766619
Inner Product + Remainder,8,32,8,8,2,0.114628,9591.966285,67.877931
cuBLAS,8,32,16,8,2,0.093732,11730.324420,83.010107
Outer-Product + No Remainder,8,32,16,8,2,0.101321,10851.751487,76.792851
Inner Product + No Remainder,8,32,16,8,2,0.098609,11150.198394,78.904822
Inner Product + Remainder,8,32,16,8,2,0.111116,9895.157952,70.023479
cuBLAS,8,32,32,8,2,0.101504,10832.220579,76.654640
Outer-Product + No Remainder,8,32,32,8,2,0.095777,11479.871802,81.237769
Inner Product + No Remainder,8,32,32,8,2,0.097837,11238.191732,79.527511
Inner Product + Remainder,8,32,32,8,2,0.100146,10979.098949,77.694030
cuBLAS,8,32,24,8,2,0.096384,11407.600894,80.726341
Outer-Product + No Remainder,8,32,24,8,2,0.101759,10805.003222,76.462035
Inner Product + No Remainder,8,32,24,8,2,0.104238,10548.116194,74.644164
Inner Product + Remainder,8,32,24,8,2,0.104272,10544.613066,74.619374
cuBLAS,8,32,64,8,2,0.093912,11707.864888,82.851171
Outer-Product + No Remainder,8,32,64,8,2,0.097538,11272.702447,79.771727
Inner Product + No Remainder,8,32,64,8,2,0.096736,11366.094316,80.432618
Inner Product + Remainder,8,32,64,8,2,0.097742,11249.086690,79.604609
cuBLAS,8,32,8,8,4,0.098420,11171.624744,79.056447
Outer-Product + No Remainder,8,32,8,8,4,0.107959,10184.523126,72.071183
Inner Product + No Remainder,8,32,8,8,4,0.106835,10291.700620,72.829629
Inner Product + Remainder,8,32,8,8,4,0.104987,10472.870246,74.111683
cuBLAS,8,32,16,8,4,0.093699,11734.502182,83.039671
Outer-Product + No Remainder,8,32,16,8,4,0.095890,11466.444062,81.142747
Inner Product + No Remainder,8,32,16,8,4,0.097121,11321.061481,80.113942
Inner Product + Remainder,8,32,16,8,4,0.105269,10444.803767,73.913069
cuBLAS,8,32,32,8,4,0.102286,10749.343309,76.068155
Outer-Product + No Remainder,8,32,32,8,4,0.092300,11912.331839,84.298090
Inner Product + No Remainder,8,32,32,8,4,0.091691,11991.546732,84.858657
Inner Product + Remainder,8,32,32,8,4,0.126737,8675.534127,61.392762
cuBLAS,8,32,24,8,4,0.093853,11715.214222,82.903179
Outer-Product + No Remainder,8,32,24,8,4,0.094904,11585.510432,81.985325
Inner Product + No Remainder,8,32,24,8,4,0.135081,8139.639815,57.600485
Inner Product + Remainder,8,32,24,8,4,0.100145,10979.246161,77.695072
cuBLAS,8,32,64,8,4,0.093744,11728.879038,82.999879
Outer-Product + No Remainder,8,32,64,8,4,0.090245,12183.660877,86.218161
Inner Product + No Remainder,8,32,64,8,4,0.093325,11781.490692,83.372187
Inner Product + Remainder,8,32,64,8,4,0.111158,9891.429364,69.997093
cuBLAS,8,32,8,8,8,0.093779,11724.536444,82.969148
Outer-Product + No Remainder,8,32,8,8,8,0.167119,6579.208244,46.558029
Inner Product + No Remainder,8,32,8,8,8,0.278334,3950.329339,27.954663
Inner Product + Remainder,8,32,8,8,8,0.288627,3809.460658,26.957800
cuBLAS,8,32,16,8,8,0.101457,10837.222008,76.690032
Outer-Product + No Remainder,8,32,16,8,8,0.163915,6707.803592,47.468039
Inner Product + No Remainder,8,32,16,8,8,0.266334,4128.326020,29.214263
Inner Product + Remainder,8,32,16,8,8,0.267256,4114.083358,29.113474
cuBLAS,8,32,32,8,8,0.094328,11656.263657,82.486013
Outer-Product + No Remainder,8,32,32,8,8,0.159574,6890.293516,48.759436
Inner Product + No Remainder,8,32,32,8,8,0.356624,3083.107542,21.817733
Inner Product + Remainder,8,32,32,8,8,0.359289,3060.240594,21.655914
cuBLAS,8,32,24,8,8,0.093723,11731.441637,83.018013
Outer-Product + No Remainder,8,32,24,8,8,0.160406,6854.545515,48.506464
Inner Product + No Remainder,8,32,24,8,8,0.268334,4097.555444,28.996514
Inner Product + Remainder,8,32,24,8,8,0.267699,4107.261708,29.065201
cuBLAS,8,32,24,8,8,0.101407,10842.553529,76.727761
Outer-Product + No Remainder,8,32,24,8,8,0.161525,6807.046845,48.170338
Inner Product + No Remainder,8,32,24,8,8,0.268363,4097.112777,28.993381
Inner Product + Remainder,8,32,24,8,8,0.267802,4105.686266,29.054052
cuBLAS,8,32,8,8,12,0.093804,11721.344766,82.946562
Outer-Product + No Remainder,8,32,8,8,12,0.306144,3591.484281,25.415281
Inner Product + No Remainder,8,32,8,8,12,0.305850,3594.940276,25.439738
Inner Product + Remainder,8,32,8,8,12,0.308777,3560.861536,25.198578
cuBLAS,8,32,16,8,12,0.102270,10751.021693,76.080032
Outer-Product + No Remainder,8,32,16,8,12,0.300645,3657.174851,25.880143
Inner Product + No Remainder,8,32,16,8,12,0.299921,3666.000532,25.942599
Inner Product + Remainder,8,32,16,8,12,0.386679,2843.477330,20.121980
cuBLAS,8,32,16,8,12,0.094283,11661.802274,82.525207
Outer-Product + No Remainder,8,32,16,8,12,0.302533,3634.352467,25.718640
Inner Product + No Remainder,8,32,16,8,12,0.299823,3667.201313,25.951096
Inner Product + Remainder,8,32,16,8,12,0.386148,2847.385701,20.149638
cuBLAS,8,32,24,8,12,0.094325,11656.626638,82.488582
Outer-Product + No Remainder,8,32,24,8,12,0.297881,3691.112044,26.120301
Inner Product + No Remainder,8,32,24,8,12,0.566720,1940.132973,13.729428
Inner Product + Remainder,8,32,24,8,12,0.565708,1943.603987,13.753991
cuBLAS,8,32,24,8,12,0.102234,10754.867992,76.107251
Outer-Product + No Remainder,8,32,24,8,12,0.297956,3690.185808,26.113747
Inner Product + No Remainder,8,32,24,8,12,0.565658,1943.773648,13.755192
Inner Product + Remainder,8,32,24,8,12,0.566068,1942.366714,13.745235
cuBLAS,8,32,8,12,2,0.093177,11800.247859,83.504923
Outer-Product + No Remainder,8,32,8,12,2,0.101991,10780.486136,76.288539
Inner Product + No Remainder,8,32,8,12,2,0.099933,11002.538492,77.859901
Inner Product + Remainder,8,32,8,12,2,0.126011,8725.527238,61.746540
cuBLAS,8,32,16,12,2,0.101775,10803.332239,76.450210
Outer-Product + No Remainder,8,32,16,12,2,0.094700,11610.455727,82.161852
Inner Product + No Remainder,8,32,16,12,2,0.092751,11854.407037,83.888183
Inner Product + Remainder,8,32,16,12,2,0.099870,11009.479536,77.909020
cuBLAS,8,32,32,12,2,0.093724,11731.417763,83.017844
Outer-Product + No Remainder,8,32,32,12,2,0.093980,11699.449524,82.791620
Inner Product + No Remainder,8,32,32,12,2,0.091546,12010.484780,84.992673
Inner Product + Remainder,8,32,32,12,2,0.097728,11250.743835,79.616336
cuBLAS,8,32,24,12,2,0.093691,11735.520808,83.046880
Outer-Product + No Remainder,8,32,24,12,2,0.097872,11234.164543,79.499012
Inner Product + No Remainder,8,32,24,12,2,0.095526,11510.098154,81.451667
Inner Product + Remainder,8,32,24,12,2,0.102933,10681.799678,75.590180
cuBLAS,8,32,64,12,2,0.093777,11724.800667,82.971018
Outer-Product + No Remainder,8,32,64,12,2,0.099621,11036.968883,78.103549
Inner Product + No Remainder,8,32,64,12,2,0.095275,11540.402774,81.666119
Inner Product + Remainder,8,32,64,12,2,0.097327,11297.056911,79.944072
cuBLAS,8,32,8,12,4,0.093745,11728.746356,82.998940
Outer-Product + No Remainder,8,32,8,12,4,0.098321,11182.874273,79.136054
Inner Product + No Remainder,8,32,8,12,4,0.096085,11443.164282,80.978007
Inner Product + Remainder,8,32,8,12,4,0.108794,10106.373489,71.518154
cuBLAS,8,32,16,12,4,0.102209,10757.521247,76.126027
Outer-Product + No Remainder,8,32,16,12,4,0.096284,11419.482951,80.810425
Inner Product + No Remainder,8,32,16,12,4,0.116989,9398.388987,66.508073
Inner Product + Remainder,8,32,16,12,4,0.094411,11646.030320,82.413597
cuBLAS,8,32,32,12,4,0.093729,11730.700621,83.012769
Outer-Product + No Remainder,8,32,32,12,4,0.088387,12439.787594,88.030651
Inner Product + No Remainder,8,32,32,12,4,0.107036,10272.347330,72.692674
Inner Product + Remainder,8,32,32,12,4,0.114184,9629.313062,68.142217
cuBLAS,8,32,24,12,4,0.093901,11709.253721,82.860999
Outer-Product + No Remainder,8,32,24,12,4,0.093684,11736.423003,83.053264
Inner Product + No Remainder,8,32,24,12,4,0.092440,11894.285887,84.170387
Inner Product + Remainder,8,32,24,12,4,0.122945,8943.130112,63.286416
cuBLAS,8,32,24,12,4,0.093740,11729.410752,83.003642
Outer-Product + No Remainder,8,32,24,12,4,0.093915,11707.473982,82.848405
Inner Product + No Remainder,8,32,24,12,4,0.092330,11908.512605,84.271063
Inner Product + Remainder,8,32,24,12,4,0.122900,8946.371200,63.309351
cuBLAS,8,32,8,12,8,0.101407,10842.526609,76.727571
Outer-Product + No Remainder,8,32,8,12,8,0.221631,4961.005924,35.106756
Inner Product + No Remainder,8,32,8,12,8,0.219620,5006.427703,35.428185
Inner Product + Remainder,8,32,8,12,8,0.223814,4912.619407,34.764347
cuBLAS,8,32,16,12,8,0.094184,11674.068759,82.612012
Outer-Product + No Remainder,8,32,16,12,8,0.205997,5337.523647,37.771198
Inner Product + No Remainder,8,32,16,12,8,0.205153,5359.477342,37.926554
Inner Product + Remainder,8,32,16,12,8,0.207059,5310.137494,37.577399
cuBLAS,8,32,32,12,8,0.094149,11678.406218,82.642706
Outer-Product + No Remainder,8,32,32,12,8,0.198811,5530.438153,39.136365
Inner Product + No Remainder,8,32,32,12,8,0.340679,3227.415424,22.838934
Inner Product + Remainder,8,32,32,12,8,0.343470,3201.188204,22.653336
cuBLAS,8,32,24,12,8,0.102247,10753.521394,76.097722
Outer-Product + No Remainder,8,32,24,12,8,0.201625,5453.255018,38.590176
Inner Product + No Remainder,8,32,24,12,8,0.238308,4613.818562,32.649870
Inner Product + Remainder,8,32,24,12,8,0.249414,4408.381076,31.196084
cuBLAS,8,32,24,12,8,0.094099,11684.629025,82.686742
Outer-Product + No Remainder,8,32,24,12,8,0.201397,5459.417358,38.633784
Inner Product + No Remainder,8,32,24,12,8,0.238332,4613.359524,32.646622
Inner Product + Remainder,8,32,24,12,8,0.249435,4408.002721,31.193407
cuBLAS,8,32,8,12,12,0.102247,10753.531825,76.097795
Outer-Product + No Remainder,8,32,8,12,12,0.234972,4679.336800,33.113513
Inner Product + No Remainder,8,32,8,12,12,0.241996,4543.503801,32.152285
Inner Product + Remainder,8,32,8,12,12,0.237886,4622.001142,32.707775
cuBLAS,8,32,16,12,12,0.093695,11735.003828,83.043221
Outer-Product + No Remainder,8,32,16,12,12,0.228513,4811.587542,34.049391
Inner Product + No Remainder,8,32,16,12,12,0.417841,2631.409593,18.621275
Inner Product + Remainder,8,32,16,12,12,0.296519,3708.064896,26.240269
cuBLAS,8,32,16,12,12,0.093734,11730.147786,83.008857
Outer-Product + No Remainder,8,32,16,12,12,0.229497,4790.959268,33.903414
Inner Product + No Remainder,8,32,16,12,12,0.418329,2628.343153,18.599575
Inner Product + Remainder,8,32,16,12,12,0.296040,3714.063919,26.282721
cuBLAS,8,32,24,12,12,0.102013,10778.193135,76.272312
Outer-Product + No Remainder,8,32,24,12,12,0.229255,4796.023363,33.939250
Inner Product + No Remainder,8,32,24,12,12,0.423787,2594.488254,18.359999
Inner Product + Remainder,8,32,24,12,12,0.437795,2511.475380,17.772555
cuBLAS,8,32,24,12,12,0.102220,10756.325716,76.117567
Outer-Product + No Remainder,8,32,24,12,12,0.242435,4535.291964,32.094174
Inner Product + No Remainder,8,32,24,12,12,0.419827,2618.965141,18.533211
Inner Product + Remainder,8,32,24,12,12,0.437088,2515.536524,17.801294
cuBLAS,8,32,8,16,2,0.094074,11687.784623,82.709073
Outer-Product + No Remainder,8,32,8,16,2,0.112516,9772.088735,69.152574
Inner Product + No Remainder,8,32,8,16,2,0.109826,10011.391921,70.846013
Inner Product + Remainder,8,32,8,16,2,0.105096,10462.018822,74.034892
cuBLAS,8,32,16,16,2,0.101390,10844.421902,76.740983
Outer-Product + No Remainder,8,32,16,16,2,0.099130,11091.586304,78.490051
Inner Product + No Remainder,8,32,16,16,2,0.096672,11373.679524,80.486295
Inner Product + Remainder,8,32,16,16,2,0.103937,10578.607031,74.859933
cuBLAS,8,32,32,16,2,0.093756,11727.353849,82.989086
Outer-Product + No Remainder,8,32,32,16,2,0.091775,11980.495388,84.780452
Inner Product + No Remainder,8,32,32,16,2,0.093200,11797.335448,83.484313
Inner Product + Remainder,8,32,32,16,2,0.094010,11695.642163,82.764677
cuBLAS,8,32,24,16,2,0.093697,11734.759211,83.041490
Outer-Product + No Remainder,8,32,24,16,2,0.100331,10958.799869,77.550383
Inner Product + No Remainder,8,32,24,16,2,0.099105,11094.458711,78.510378
Inner Product + Remainder,8,32,24,16,2,0.098130,11204.685232,79.290401
cuBLAS,8,32,64,16,2,0.093714,11732.643121,83.026516
Outer-Product + No Remainder,8,32,64,16,2,0.095026,11570.657438,81.880217
Inner Product + No Remainder,8,32,64,16,2,0.091785,11979.242607,84.771587
Inner Product + Remainder,8,32,64,16,2,0.093627,11743.470437,83.103135
cuBLAS,8,32,8,16,4,0.101410,10842.215006,76.725366
Outer-Product + No Remainder,8,32,8,16,4,0.122512,8974.702418,63.509838
Inner Product + No Remainder,8,32,8,16,4,0.094050,11690.651723,82.729362
Inner Product + Remainder,8,32,8,16,4,0.101069,10878.791263,76.984199
cuBLAS,8,32,16,16,4,0.093667,11738.491693,83.067903
Outer-Product + No Remainder,8,32,16,16,4,0.108794,10106.346557,71.517963
Inner Product + No Remainder,8,32,16,16,4,0.109312,10058.471745,71.179175
Inner Product + Remainder,8,32,16,16,4,0.121918,9018.453157,63.819442
cuBLAS,8,32,32,16,4,0.093087,11811.642764,83.585560
Outer-Product + No Remainder,8,32,32,16,4,0.100860,10901.361178,77.143916
Inner Product + No Remainder,8,32,32,16,4,0.100602,10929.358515,77.342040
Inner Product + Remainder,8,32,32,16,4,0.108304,10152.074738,71.841560
cuBLAS,8,32,24,16,4,0.093720,11731.817910,83.020676
Outer-Product + No Remainder,8,32,24,16,4,0.109731,10020.037133,70.907191
