Identifier,tY,tX,bK,tM,tN,time,GFLOPs,percentagePeak
cuBLAS,8,32,8,16,8,0.122276,8992.068975,46.132479
Outer-Product + No Remainder,8,32,8,16,8,0.166799,6591.836611,33.818442
Inner Product + No Remainder,8,32,8,16,8,0.144368,7616.044076,39.072987
Inner Product + Remainder,8,32,8,16,8,0.145974,7532.233521,38.643009
cuBLAS,8,32,16,16,8,0.124036,8864.462570,45.477813
Outer-Product + No Remainder,8,32,16,16,8,0.164132,6698.955300,34.367999
Inner Product + No Remainder,8,32,16,16,8,0.141626,7763.468337,39.829325
Inner Product + Remainder,8,32,16,16,8,0.137450,7999.365229,41.039560
cuBLAS,8,32,32,16,8,0.124677,8818.867921,45.243897
Outer-Product + No Remainder,8,32,32,16,8,0.160933,6832.123548,35.051199
Inner Product + No Remainder,8,32,32,16,8,0.187083,5877.144496,30.151820
Inner Product + Remainder,8,32,32,16,8,0.189959,5788.150943,29.695252
cuBLAS,8,32,24,16,8,0.113628,9676.430892,49.643497
Outer-Product + No Remainder,8,32,24,16,8,0.161998,6787.207903,34.820766
Inner Product + No Remainder,8,32,24,16,8,0.160734,6840.562953,35.094496
Inner Product + Remainder,8,32,24,16,8,0.148685,7394.920737,37.938547
cuBLAS,8,32,24,16,8,0.119492,9201.515713,47.207015
Outer-Product + No Remainder,8,32,24,16,8,0.154883,7098.974500,36.420238
Inner Product + No Remainder,8,32,24,16,8,0.160973,6830.420295,35.042461
Inner Product + Remainder,8,32,24,16,8,0.144353,7616.804042,39.076886
cuBLAS,8,32,8,16,12,0.127536,8621.199591,44.229789
Outer-Product + No Remainder,8,32,8,16,12,0.220600,4984.185372,25.570626
Inner Product + No Remainder,8,32,8,16,12,0.182172,6035.562261,30.964559
Inner Product + Remainder,8,32,8,16,12,0.181903,6044.495214,31.010388
cuBLAS,8,32,16,16,12,0.118045,9314.361275,47.785952
Outer-Product + No Remainder,8,32,16,16,12,0.199724,5505.145606,28.243335
Inner Product + No Remainder,8,32,16,16,12,0.224629,4894.784702,25.111969
Inner Product + Remainder,8,32,16,16,12,0.230264,4775.005256,24.497458
cuBLAS,8,32,16,16,12,0.133774,8219.182090,42.167297
Outer-Product + No Remainder,8,32,16,16,12,0.201031,5469.374619,28.059817
Inner Product + No Remainder,8,32,16,16,12,0.224122,4905.856897,25.168773
Inner Product + Remainder,8,32,16,16,12,0.230357,4773.076804,24.487564
cuBLAS,16,32,8,2,2,0.113159,9716.538116,49.849261
Outer-Product + No Remainder,16,32,8,2,2,0.142259,7728.942331,39.652195
Inner Product + No Remainder,16,32,8,2,2,0.117139,9386.362543,48.155344
Inner Product + Remainder,16,32,8,2,2,0.138980,7911.277651,40.587639
cuBLAS,16,32,16,2,2,0.120758,9105.050665,46.712115
Outer-Product + No Remainder,16,32,16,2,2,0.135364,8122.635149,41.671978
Inner Product + No Remainder,16,32,16,2,2,0.105141,10457.468427,53.650494
Inner Product + Remainder,16,32,16,2,2,0.115070,9555.134881,49.021206
cuBLAS,16,32,32,2,2,0.122904,8946.110738,45.896697
Outer-Product + No Remainder,16,32,32,2,2,0.122193,8998.163412,46.163746
Inner Product + No Remainder,16,32,32,2,2,0.104969,10474.584444,53.738306
Inner Product + Remainder,16,32,32,2,2,0.128241,8573.793970,43.986581
cuBLAS,16,32,24,2,2,0.143936,7638.902760,39.190260
Outer-Product + No Remainder,16,32,24,2,2,0.137263,8010.277202,41.095542
Inner Product + No Remainder,16,32,24,2,2,0.119320,9214.789456,47.275114
Inner Product + Remainder,16,32,24,2,2,0.125663,8749.666493,44.888869
cuBLAS,16,32,64,2,2,0.114220,9626.286174,49.386237
Outer-Product + No Remainder,16,32,64,2,2,0.129247,8507.060652,43.644216
Inner Product + No Remainder,16,32,64,2,2,0.102507,10726.246516,55.029421
Inner Product + Remainder,16,32,64,2,2,0.103097,10664.801330,54.714185
cuBLAS,16,32,8,2,4,0.116326,9451.963153,48.491898
Outer-Product + No Remainder,16,32,8,2,4,0.124530,8829.262574,45.297225
Inner Product + No Remainder,16,32,8,2,4,0.096959,11339.922706,58.177795
Inner Product + Remainder,16,32,8,2,4,0.100099,10984.258730,56.353114
cuBLAS,16,32,16,2,4,0.139836,7862.891949,40.339404
Outer-Product + No Remainder,16,32,16,2,4,0.111390,9870.844473,50.640907
Inner Product + No Remainder,16,32,16,2,4,0.093587,11748.598027,60.274444
Inner Product + Remainder,16,32,16,2,4,0.089021,12351.114528,63.365565
cuBLAS,16,32,32,2,4,0.118731,9260.516636,47.509710
Outer-Product + No Remainder,16,32,32,2,4,0.107685,10210.444636,52.383175
Inner Product + No Remainder,16,32,32,2,4,0.086289,12742.247440,65.372215
Inner Product + Remainder,16,32,32,2,4,0.096773,11361.757287,58.289814
cuBLAS,16,32,24,2,4,0.129333,8501.404978,43.615200
Outer-Product + No Remainder,16,32,24,2,4,0.115057,9556.224035,49.026793
Inner Product + No Remainder,16,32,24,2,4,0.102111,10767.847270,55.242847
Inner Product + Remainder,16,32,24,2,4,0.111961,9820.451731,50.382374
cuBLAS,16,32,64,2,4,0.136067,8080.658796,41.456624
Outer-Product + No Remainder,16,32,64,2,4,0.111751,9838.955665,50.477306
Inner Product + No Remainder,16,32,64,2,4,0.085769,12819.430187,65.768190
Inner Product + Remainder,16,32,64,2,4,0.086730,12677.415684,65.039605
cuBLAS,16,32,8,2,8,0.121772,9029.231709,46.323137
Outer-Product + No Remainder,16,32,8,2,8,0.175781,6255.015229,32.090430
Inner Product + No Remainder,16,32,8,2,8,0.141510,7769.873175,39.862185
Inner Product + Remainder,16,32,8,2,8,0.143398,7667.558021,39.337272
cuBLAS,16,32,16,2,8,0.114808,9576.978604,49.133272
Outer-Product + No Remainder,16,32,16,2,8,0.170962,6431.310051,32.994885
Inner Product + No Remainder,16,32,16,2,8,0.134700,8162.673726,41.877390
Inner Product + Remainder,16,32,16,2,8,0.138735,7925.248317,40.659314
cuBLAS,16,32,32,2,8,0.113161,9716.340277,49.848246
Outer-Product + No Remainder,16,32,32,2,8,0.169774,6476.311111,33.225756
Inner Product + No Remainder,16,32,32,2,8,0.132520,8296.975077,42.566403
Inner Product + Remainder,16,32,32,2,8,0.135141,8136.056437,41.740834
cuBLAS,16,32,24,2,8,0.124810,8809.466377,45.195664
Outer-Product + No Remainder,16,32,24,2,8,0.171921,6395.446145,32.810890
Inner Product + No Remainder,16,32,24,2,8,0.135831,8094.708106,41.528702
Inner Product + Remainder,16,32,24,2,8,0.137546,7993.793126,41.010973
cuBLAS,16,32,24,2,8,0.115740,9499.864608,48.737650
Outer-Product + No Remainder,16,32,24,2,8,0.161915,6790.691300,34.838637
Inner Product + No Remainder,16,32,24,2,8,0.135787,8097.321461,41.542110
Inner Product + Remainder,16,32,24,2,8,0.137406,8001.937813,41.052758
cuBLAS,16,32,8,2,12,0.126905,8664.055544,44.449655
Outer-Product + No Remainder,16,32,8,2,12,0.117155,9385.065453,48.148690
Inner Product + No Remainder,16,32,8,2,12,0.092003,11950.872419,61.312183
Inner Product + Remainder,16,32,8,2,12,0.131583,8356.048920,42.869472
cuBLAS,16,32,16,2,12,0.116402,9445.851616,48.460544
Outer-Product + No Remainder,16,32,16,2,12,0.106303,10343.184429,53.064177
Inner Product + No Remainder,16,32,16,2,12,0.107164,10260.080807,52.637826
Inner Product + Remainder,16,32,16,2,12,0.140260,7839.121201,40.217451
cuBLAS,16,32,16,2,12,0.113668,9673.047727,49.626140
Outer-Product + No Remainder,16,32,16,2,12,0.108423,10140.973390,52.026763
Inner Product + No Remainder,16,32,16,2,12,0.107703,10208.778913,52.374630
Inner Product + Remainder,16,32,16,2,12,0.136071,8080.425009,41.455425
cuBLAS,16,32,24,2,12,0.118593,9271.278289,47.564921
Outer-Product + No Remainder,16,32,24,2,12,0.127787,8604.253975,44.142852
Inner Product + No Remainder,16,32,24,2,12,0.103582,10614.895502,54.458151
Inner Product + Remainder,16,32,24,2,12,0.085320,12886.847526,66.114064
cuBLAS,16,32,24,2,12,0.125485,8762.065149,44.952479
Outer-Product + No Remainder,16,32,24,2,12,0.130841,8403.447282,43.112643
Inner Product + No Remainder,16,32,24,2,12,0.103545,10618.701333,54.477676
Inner Product + Remainder,16,32,24,2,12,0.085266,12895.094392,66.156374
cuBLAS,16,32,8,4,2,0.120936,9091.698638,46.643615
Outer-Product + No Remainder,16,32,8,4,2,0.103935,10578.801939,54.272978
Inner Product + No Remainder,16,32,8,4,2,0.081227,13536.255079,69.445754
Inner Product + Remainder,16,32,8,4,2,0.133094,8261.142687,42.382570
cuBLAS,16,32,16,4,2,0.125255,8778.162725,45.035065
Outer-Product + No Remainder,16,32,16,4,2,0.108813,10104.634564,51.840332
Inner Product + No Remainder,16,32,16,4,2,0.104159,10556.116737,54.156595
Inner Product + Remainder,16,32,16,4,2,0.085441,12868.661519,66.020764
cuBLAS,16,32,32,4,2,0.114223,9626.016124,49.384851
Outer-Product + No Remainder,16,32,32,4,2,0.093112,11808.472188,60.581619
Inner Product + No Remainder,16,32,32,4,2,0.075723,14520.196672,74.493720
Inner Product + Remainder,16,32,32,4,2,0.085803,12814.347505,65.742114
cuBLAS,16,32,24,4,2,0.160695,6842.230338,35.103050
Outer-Product + No Remainder,16,32,24,4,2,0.101620,10819.859029,55.509686
Inner Product + No Remainder,16,32,24,4,2,0.079457,13837.876554,70.993178
Inner Product + Remainder,16,32,24,4,2,0.092821,11845.493513,60.771552
cuBLAS,16,32,64,4,2,0.120981,9088.334222,46.626354
Outer-Product + No Remainder,16,32,64,4,2,0.094523,11632.227259,59.677421
Inner Product + No Remainder,16,32,64,4,2,0.074164,14825.422362,76.059636
Inner Product + Remainder,16,32,64,4,2,0.075787,14507.880148,74.430532
cuBLAS,16,32,8,4,4,0.112035,9814.000241,50.349276
Outer-Product + No Remainder,16,32,8,4,4,0.103061,10668.575907,54.733550
Inner Product + No Remainder,16,32,8,4,4,0.081471,13495.820630,69.238311
Inner Product + Remainder,16,32,8,4,4,0.097222,11309.345980,58.020926
cuBLAS,16,32,16,4,4,0.125099,8789.144963,45.091408
Outer-Product + No Remainder,16,32,16,4,4,0.091401,12029.524912,61.715697
Inner Product + No Remainder,16,32,16,4,4,0.100670,10921.899752,56.033191
Inner Product + Remainder,16,32,16,4,4,0.119001,9239.483923,47.401805
cuBLAS,16,32,32,4,4,0.117853,9329.528034,47.863763
Outer-Product + No Remainder,16,32,32,4,4,0.085768,12819.654834,65.769342
Inner Product + No Remainder,16,32,32,4,4,0.102069,10772.208842,55.265223
Inner Product + Remainder,16,32,32,4,4,-1.0,-1.0,-1.0
cuBLAS,16,32,24,4,4,0.140209,7841.958692,40.232009
Outer-Product + No Remainder,16,32,24,4,4,0.094660,11615.385409,59.591016
Inner Product + No Remainder,16,32,24,4,4,0.100969,10889.596724,55.867465
Inner Product + Remainder,16,32,24,4,4,0.104276,10544.282863,54.095883
cuBLAS,16,32,64,4,4,0.129131,8514.673299,43.683271
Outer-Product + No Remainder,16,32,64,4,4,0.090346,12169.998573,62.436377
Inner Product + No Remainder,16,32,64,4,4,0.074143,14829.587113,76.081002
Inner Product + Remainder,16,32,64,4,4,-1.0,-1.0,-1.0
cuBLAS,16,32,8,4,8,0.134626,8167.183040,41.900524
Outer-Product + No Remainder,16,32,8,4,8,0.121364,9059.633583,46.479109
Inner Product + No Remainder,16,32,8,4,8,0.094825,11595.210345,59.487511
Inner Product + Remainder,16,32,8,4,8,0.110945,9910.409852,50.843891
cuBLAS,16,32,16,4,8,0.104351,10536.649204,54.056720
Outer-Product + No Remainder,16,32,16,4,8,0.108046,10176.351358,52.208265
Inner Product + No Remainder,16,32,16,4,8,0.086173,12759.334300,65.459877
Inner Product + Remainder,16,32,16,4,8,0.098200,11196.619900,57.442602
cuBLAS,16,32,32,4,8,0.116347,9450.265503,48.483189
Outer-Product + No Remainder,16,32,32,4,8,0.098471,11165.884317,57.284917
Inner Product + No Remainder,16,32,32,4,8,0.078793,13954.349210,71.590724
Inner Product + Remainder,16,32,32,4,8,-1.0,-1.0,-1.0
cuBLAS,16,32,24,4,8,0.129293,8504.039676,43.628717
Outer-Product + No Remainder,16,32,24,4,8,0.111380,9871.723457,50.645416
Inner Product + No Remainder,16,32,24,4,8,-1.0,-1.0,-1.0
Inner Product + Remainder,16,32,24,4,8,-1.0,-1.0,-1.0
cuBLAS,16,32,24,4,8,0.124328,8843.661710,45.371098
Outer-Product + No Remainder,16,32,24,4,8,0.108577,10126.594960,51.952997
Inner Product + No Remainder,16,32,24,4,8,-1.0,-1.0,-1.0
Inner Product + Remainder,16,32,24,4,8,-1.0,-1.0,-1.0
cuBLAS,16,32,8,4,12,0.113011,9729.254674,49.914501
Outer-Product + No Remainder,16,32,8,4,12,0.119569,9195.639753,47.176869
Inner Product + No Remainder,16,32,8,4,12,0.119075,9233.753435,47.372406
Inner Product + Remainder,16,32,8,4,12,0.123809,8880.720587,45.561223
cuBLAS,16,32,16,4,12,0.125415,8766.979096,44.977689
Outer-Product + No Remainder,16,32,16,4,12,0.108103,10170.965587,52.180634
Inner Product + No Remainder,16,32,16,4,12,0.085982,12787.640622,65.605098
Inner Product + Remainder,16,32,16,4,12,0.087316,12592.290458,64.602883
cuBLAS,16,32,16,4,12,0.123149,8928.268894,45.805162
Outer-Product + No Remainder,16,32,16,4,12,0.106815,10293.612610,52.809856
Inner Product + No Remainder,16,32,16,4,12,0.086000,12784.999646,65.591549
Inner Product + Remainder,16,32,16,4,12,0.087369,12584.675688,64.563816
cuBLAS,16,32,24,4,12,0.132524,8296.718097,42.565084
Outer-Product + No Remainder,16,32,24,4,12,0.100401,10951.164404,56.183328
Inner Product + No Remainder,16,32,24,4,12,0.100013,10993.681174,56.401454
Inner Product + Remainder,16,32,24,4,12,-1.0,-1.0,-1.0
cuBLAS,16,32,24,4,12,0.109790,10014.642914,51.378644
Outer-Product + No Remainder,16,32,24,4,12,0.103508,10622.528685,54.497312
Inner Product + No Remainder,16,32,24,4,12,0.081641,13467.699718,69.094041
Inner Product + Remainder,16,32,24,4,12,-1.0,-1.0,-1.0
cuBLAS,16,32,8,8,2,0.105178,10453.790922,53.631627
Outer-Product + No Remainder,16,32,8,8,2,0.104171,10554.897522,54.150340
Inner Product + No Remainder,16,32,8,8,2,0.078546,13998.346414,71.816445
Inner Product + Remainder,16,32,8,8,2,0.096782,11360.649366,58.284130
cuBLAS,16,32,16,8,2,0.115474,9521.702044,48.849683
Outer-Product + No Remainder,16,32,16,8,2,0.092664,11865.529722,60.874344
Inner Product + No Remainder,16,32,16,8,2,0.072962,15069.711042,77.312923
Inner Product + Remainder,16,32,16,8,2,0.080909,13589.491807,69.718877
cuBLAS,16,32,32,8,2,0.142123,7736.360804,39.690254
Outer-Product + No Remainder,16,32,32,8,2,0.087225,12605.525211,64.670782
Inner Product + No Remainder,16,32,32,8,2,0.070036,15699.191623,80.542380
Inner Product + Remainder,16,32,32,8,2,0.094004,11696.486025,60.007091
cuBLAS,16,32,24,8,2,0.116614,9428.640634,48.372246
Outer-Product + No Remainder,16,32,24,8,2,0.096978,11337.770889,58.166756
Inner Product + No Remainder,16,32,24,8,2,0.076000,14467.300378,74.222344
Inner Product + Remainder,16,32,24,8,2,0.102863,10689.073534,54.838710
cuBLAS,16,32,64,8,2,0.128418,8561.952062,43.925828
Outer-Product + No Remainder,16,32,64,8,2,0.085793,12815.906419,65.750111
Inner Product + No Remainder,16,32,64,8,2,0.086339,12734.795746,65.333985
Inner Product + Remainder,16,32,64,8,2,0.094430,11643.619664,59.735868
cuBLAS,16,32,8,8,4,0.117537,9354.585287,47.992316
Outer-Product + No Remainder,16,32,8,8,4,0.113332,9701.682036,49.773044
Inner Product + No Remainder,16,32,8,8,4,0.090967,12086.872396,62.009910
Inner Product + Remainder,16,32,8,8,4,0.108799,10105.871024,51.846676
cuBLAS,16,32,16,8,4,0.158821,6922.981235,35.517331
Outer-Product + No Remainder,16,32,16,8,4,0.099806,11016.433554,56.518182
Inner Product + No Remainder,16,32,16,8,4,0.092469,11890.601827,61.002973
Inner Product + Remainder,16,32,16,8,4,0.091430,12025.672320,61.695932
cuBLAS,16,32,32,8,4,0.118501,9278.511634,47.602031
Outer-Product + No Remainder,16,32,32,8,4,0.090878,12098.822783,62.071220
Inner Product + No Remainder,16,32,32,8,4,0.074300,14798.329380,75.920639
Inner Product + Remainder,16,32,32,8,4,-1.0,-1.0,-1.0
cuBLAS,16,32,24,8,4,0.114662,9589.118507,49.195554
Outer-Product + No Remainder,16,32,24,8,4,0.101622,10819.576345,55.508235
Inner Product + No Remainder,16,32,24,8,4,-1.0,-1.0,-1.0
Inner Product + Remainder,16,32,24,8,4,0.101793,10801.402706,55.414998
cuBLAS,16,32,24,8,4,0.122393,8983.450381,46.088263
Outer-Product + No Remainder,16,32,24,8,4,0.102939,10681.194827,54.798290
Inner Product + No Remainder,16,32,24,8,4,-1.0,-1.0,-1.0
Inner Product + Remainder,16,32,24,8,4,0.083648,13144.580997,67.436328
cuBLAS,16,32,8,8,8,0.133661,8226.139636,42.202992
Outer-Product + No Remainder,16,32,8,8,8,0.101676,10813.882757,55.479025
Inner Product + No Remainder,16,32,8,8,8,0.089180,12329.194327,63.253107
Inner Product + Remainder,16,32,8,8,8,-1.0,-1.0,-1.0
cuBLAS,16,32,16,8,8,0.113924,9651.292107,49.514526
Outer-Product + No Remainder,16,32,16,8,8,0.090400,12162.769835,62.399291
Inner Product + No Remainder,16,32,16,8,8,-1.0,-1.0,-1.0
Inner Product + Remainder,16,32,16,8,8,-1.0,-1.0,-1.0
cuBLAS,16,32,32,8,8,0.104918,10479.696116,53.764530
Outer-Product + No Remainder,16,32,32,8,8,0.085471,12864.162077,65.997680
Inner Product + No Remainder,16,32,32,8,8,-1.0,-1.0,-1.0
Inner Product + Remainder,16,32,32,8,8,-1.0,-1.0,-1.0
cuBLAS,16,32,24,8,8,0.108641,10120.604958,51.922266
Outer-Product + No Remainder,16,32,24,8,8,0.088850,12374.855233,63.487364
Inner Product + No Remainder,16,32,24,8,8,-1.0,-1.0,-1.0
Inner Product + Remainder,16,32,24,8,8,-1.0,-1.0,-1.0
cuBLAS,16,32,24,8,8,0.124580,8825.743080,45.279169
Outer-Product + No Remainder,16,32,24,8,8,0.089528,12281.181995,63.006787
Inner Product + No Remainder,16,32,24,8,8,-1.0,-1.0,-1.0
Inner Product + Remainder,16,32,24,8,8,-1.0,-1.0,-1.0
cuBLAS,16,32,8,8,12,0.119135,9229.118012,47.348624
Outer-Product + No Remainder,16,32,8,8,12,-1.0,-1.0,-1.0
Inner Product + No Remainder,16,32,8,8,12,-1.0,-1.0,-1.0
Inner Product + Remainder,16,32,8,8,12,-1.0,-1.0,-1.0
cuBLAS,16,32,16,8,12,0.108783,10107.404796,51.854545
Outer-Product + No Remainder,16,32,16,8,12,-1.0,-1.0,-1.0
Inner Product + No Remainder,16,32,16,8,12,-1.0,-1.0,-1.0
Inner Product + Remainder,16,32,16,8,12,-1.0,-1.0,-1.0
cuBLAS,16,32,16,8,12,0.122438,8980.130336,46.071230
Outer-Product + No Remainder,16,32,16,8,12,-1.0,-1.0,-1.0
Inner Product + No Remainder,16,32,16,8,12,-1.0,-1.0,-1.0
Inner Product + Remainder,16,32,16,8,12,-1.0,-1.0,-1.0
cuBLAS,16,32,24,8,12,0.123564,8898.302936,45.651426
Outer-Product + No Remainder,16,32,24,8,12,-1.0,-1.0,-1.0
Inner Product + No Remainder,16,32,24,8,12,-1.0,-1.0,-1.0
Inner Product + Remainder,16,32,24,8,12,-1.0,-1.0,-1.0
cuBLAS,16,32,24,8,12,0.113498,9687.455400,49.700056
Outer-Product + No Remainder,16,32,24,8,12,-1.0,-1.0,-1.0
Inner Product + No Remainder,16,32,24,8,12,-1.0,-1.0,-1.0
Inner Product + Remainder,16,32,24,8,12,-1.0,-1.0,-1.0
cuBLAS,16,32,8,12,2,0.112221,9797.724358,50.265775
Outer-Product + No Remainder,16,32,8,12,2,0.130412,8431.038917,43.254198
Inner Product + No Remainder,16,32,8,12,2,0.102793,10696.407319,54.876335
Inner Product + Remainder,16,32,8,12,2,0.088073,12484.040397,64.047522
cuBLAS,16,32,16,12,2,0.124131,8857.675601,45.442994
Outer-Product + No Remainder,16,32,16,12,2,0.108288,10153.560331,52.091339
Inner Product + No Remainder,16,32,16,12,2,0.086118,12767.436817,65.501445
Inner Product + Remainder,16,32,16,12,2,0.100871,10900.226625,55.922000
cuBLAS,16,32,32,12,2,0.126719,8676.802348,44.515050
Outer-Product + No Remainder,16,32,32,12,2,0.094943,11580.757756,59.413364
Inner Product + No Remainder,16,32,32,12,2,0.079749,13787.082538,70.732587
Inner Product + Remainder,16,32,32,12,2,0.086232,12750.584340,65.414986
cuBLAS,16,32,24,12,2,0.120808,9101.324585,46.692999
Outer-Product + No Remainder,16,32,24,12,2,0.112628,9762.290456,50.083987
Inner Product + No Remainder,16,32,24,12,2,0.089317,12310.271226,63.156025
Inner Product + Remainder,16,32,24,12,2,0.093090,11811.220696,60.595720
cuBLAS,16,32,24,12,2,0.136124,8077.300988,41.439397
Outer-Product + No Remainder,16,32,24,12,2,0.113880,9655.002233,49.533560
Inner Product + No Remainder,16,32,24,12,2,0.089402,12298.484252,63.095554
Inner Product + Remainder,16,32,24,12,2,0.093068,11814.063458,60.610304
cuBLAS,16,32,8,12,4,0.121575,9043.861941,46.398195
Outer-Product + No Remainder,16,32,8,12,4,0.107009,10274.909204,52.713901
Inner Product + No Remainder,16,32,8,12,4,0.087865,12513.661818,64.199490
Inner Product + Remainder,16,32,8,12,4,0.102313,10746.499354,55.133325
cuBLAS,16,32,16,12,4,0.122488,8976.491239,46.052560
Outer-Product + No Remainder,16,32,16,12,4,0.095627,11497.977341,58.988671
Inner Product + No Remainder,16,32,16,12,4,-1.0,-1.0,-1.0
Inner Product + Remainder,16,32,16,12,4,0.084188,13060.168778,67.003263
cuBLAS,16,32,32,12,4,0.109891,10005.508912,51.331783
Outer-Product + No Remainder,16,32,32,12,4,0.088590,12411.231633,63.673987
Inner Product + No Remainder,16,32,32,12,4,-1.0,-1.0,-1.0
Inner Product + Remainder,16,32,32,12,4,-1.0,-1.0,-1.0
cuBLAS,16,32,24,12,4,0.119160,9227.162703,47.338593
Outer-Product + No Remainder,16,32,24,12,4,0.097502,11276.764377,57.853771
Inner Product + No Remainder,16,32,24,12,4,0.095958,11458.306462,58.785146
Inner Product + Remainder,16,32,24,12,4,-1.0,-1.0,-1.0
cuBLAS,16,32,24,12,4,0.105467,10425.146194,53.484670
Outer-Product + No Remainder,16,32,24,12,4,0.098237,11192.406871,57.420987
Inner Product + No Remainder,16,32,24,12,4,0.075927,14481.240187,74.293860
Inner Product + Remainder,16,32,24,12,4,-1.0,-1.0,-1.0
cuBLAS,16,32,8,12,8,0.130047,8454.752019,43.375854
Outer-Product + No Remainder,16,32,8,12,8,-1.0,-1.0,-1.0
Inner Product + No Remainder,16,32,8,12,8,-1.0,-1.0,-1.0
Inner Product + Remainder,16,32,8,12,8,-1.0,-1.0,-1.0
cuBLAS,16,32,16,12,8,0.128490,8557.167138,43.901280
Outer-Product + No Remainder,16,32,16,12,8,-1.0,-1.0,-1.0
Inner Product + No Remainder,16,32,16,12,8,-1.0,-1.0,-1.0
Inner Product + Remainder,16,32,16,12,8,-1.0,-1.0,-1.0
cuBLAS,16,32,16,12,8,0.121178,9073.490174,46.550199
Outer-Product + No Remainder,16,32,16,12,8,-1.0,-1.0,-1.0
Inner Product + No Remainder,16,32,16,12,8,-1.0,-1.0,-1.0
Inner Product + Remainder,16,32,16,12,8,-1.0,-1.0,-1.0
cuBLAS,16,32,24,12,8,0.116257,9457.611500,48.520876
Outer-Product + No Remainder,16,32,24,12,8,-1.0,-1.0,-1.0
Inner Product + No Remainder,16,32,24,12,8,-1.0,-1.0,-1.0
Inner Product + Remainder,16,32,24,12,8,-1.0,-1.0,-1.0
cuBLAS,16,32,24,12,8,0.119539,9197.946264,47.188702
Outer-Product + No Remainder,16,32,24,12,8,-1.0,-1.0,-1.0
Inner Product + No Remainder,16,32,24,12,8,-1.0,-1.0,-1.0
Inner Product + Remainder,16,32,24,12,8,-1.0,-1.0,-1.0
cuBLAS,16,32,8,12,12,0.108334,10149.277109,52.069364
Outer-Product + No Remainder,16,32,8,12,12,-1.0,-1.0,-1.0
Inner Product + No Remainder,16,32,8,12,12,-1.0,-1.0,-1.0
Inner Product + Remainder,16,32,8,12,12,-1.0,-1.0,-1.0
cuBLAS,16,32,16,12,12,0.123907,8873.667748,45.525039
Outer-Product + No Remainder,16,32,16,12,12,-1.0,-1.0,-1.0
Inner Product + No Remainder,16,32,16,12,12,-1.0,-1.0,-1.0
Inner Product + Remainder,16,32,16,12,12,-1.0,-1.0,-1.0
cuBLAS,16,32,16,12,12,0.116829,9411.324468,48.283408
Outer-Product + No Remainder,16,32,16,12,12,-1.0,-1.0,-1.0
Inner Product + No Remainder,16,32,16,12,12,-1.0,-1.0,-1.0
Inner Product + Remainder,16,32,16,12,12,-1.0,-1.0,-1.0
cuBLAS,16,32,16,12,12,0.114193,9628.549407,49.397848
Outer-Product + No Remainder,16,32,16,12,12,-1.0,-1.0,-1.0
Inner Product + No Remainder,16,32,16,12,12,-1.0,-1.0,-1.0
Inner Product + Remainder,16,32,16,12,12,-1.0,-1.0,-1.0
cuBLAS,16,32,16,12,12,0.108671,10117.786287,51.907805
Outer-Product + No Remainder,16,32,16,12,12,-1.0,-1.0,-1.0
Inner Product + No Remainder,16,32,16,12,12,-1.0,-1.0,-1.0
Inner Product + Remainder,16,32,16,12,12,-1.0,-1.0,-1.0
cuBLAS,16,32,8,16,2,0.123618,8894.449324,45.631656
Outer-Product + No Remainder,16,32,8,16,2,0.119607,9192.692272,47.161747
Inner Product + No Remainder,16,32,8,16,2,0.093471,11763.117581,60.348934
Inner Product + Remainder,16,32,8,16,2,0.109983,9997.075284,51.288515
cuBLAS,16,32,16,16,2,0.110790,9924.281654,50.915058
Outer-Product + No Remainder,16,32,16,16,2,0.105339,10437.877352,53.549985
Inner Product + No Remainder,16,32,16,16,2,0.081077,13561.370079,69.574602
Inner Product + Remainder,16,32,16,16,2,0.091381,12032.203506,61.729440
cuBLAS,16,32,32,16,2,0.115328,9533.738706,48.911436
Outer-Product + No Remainder,16,32,32,16,2,0.092902,11835.113922,60.718301
Inner Product + No Remainder,16,32,32,16,2,0.091006,12081.742109,61.983590
Inner Product + Remainder,16,32,32,16,2,0.096965,11339.249060,58.174339
cuBLAS,16,32,24,16,2,0.122536,8972.972971,46.034510
Outer-Product + No Remainder,16,32,24,16,2,0.104771,10494.387811,53.839904
Inner Product + No Remainder,16,32,24,16,2,0.083412,13181.761920,67.627079
Inner Product + Remainder,16,32,24,16,2,0.084713,12979.212130,66.587927
cuBLAS,16,32,24,16,2,0.122651,8964.568250,45.991391
Outer-Product + No Remainder,16,32,24,16,2,0.106773,10297.635179,52.830493
Inner Product + No Remainder,16,32,24,16,2,0.083460,13174.165604,67.588107
Inner Product + Remainder,16,32,24,16,2,0.084598,12996.930313,66.678828
cuBLAS,16,32,8,16,4,0.123015,8937.997923,45.855076
Outer-Product + No Remainder,16,32,8,16,4,-1.0,-1.0,-1.0
Inner Product + No Remainder,16,32,8,16,4,0.098803,11128.324715,57.092223
Inner Product + Remainder,16,32,8,16,4,0.086771,12671.482267,65.009165
cuBLAS,16,32,16,16,4,0.122393,8983.450381,46.088263
Outer-Product + No Remainder,16,32,16,16,4,-1.0,-1.0,-1.0
Inner Product + No Remainder,16,32,16,16,4,-1.0,-1.0,-1.0
Inner Product + Remainder,16,32,16,16,4,-1.0,-1.0,-1.0
cuBLAS,16,32,32,16,4,0.118007,9317.331888,47.801193
Outer-Product + No Remainder,16,32,32,16,4,-1.0,-1.0,-1.0
